EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000308990478516,0,1,INITIAL_BUFFERING,Writing,45226
0.00357699394226,0,1,PLAY,InitialBuffering-Play,0
0.00440096855164,0,0,PLAY,StillPlaying,45226
0.345695018768,0,1,PLAY,Writing,88783.0
0.927520036697,0,2,PLAY,Writing,128503.0
1.77599811554,1,3,PLAY,Writing,177437.0
2.76743507385,2,4,PLAY,Writing,217761.0
3.7037191391,3,5,PLAY,Writing,255865.0
4.00519514084,4,4,PLAY,StillPlaying,88783.0
4.58674907684,4,5,PLAY,Writing,323047.0
6.62390613556,6,6,PLAY,Writing,378355.0
8.00515794754,8,5,PLAY,StillPlaying,128503.0
9.02708697319,9,6,PLAY,Writing,509091.0
11.652285099,11,7,PLAY,Writing,577751.0
12.0051519871,12,6,PLAY,StillPlaying,177437.0
15.1941299438,15,7,PLAY,Writing,782553.0
16.0051729679,16,6,PLAY,StillPlaying,217761.0
20.0052001476,20,5,PLAY,StillPlaying,255865.0
20.0741131306,20,6,PLAY,Writing,1008699.0
23.7828581333,23,7,PLAY,Writing,782553.0
24.0051481724,24,6,PLAY,StillPlaying,323047.0
28.0052380562,28,5,PLAY,StillPlaying,378355.0
28.6072850227,28,6,PLAY,Writing,1008699.0
32.0052280426,32,5,PLAY,StillPlaying,509091.0
32.2453839779,32,6,PLAY,Writing,782553.0
34.8680400848,34,7,PLAY,Writing,1008699.0
36.0052139759,36,6,PLAY,StillPlaying,577751.0
37.7996640205,37,7,PLAY,Writing,782553.0
40.0051751137,40,6,PLAY,StillPlaying,782553.0
42.4098591805,42,7,PLAY,Writing,1008699.0
44.0051579475,44,6,PLAY,StillPlaying,1008699.0
45.554377079,45,7,PLAY,Writing,782553.0
48.0051660538,48,6,PLAY,StillPlaying,782553.0
49.5998840332,49,7,PLAY,Writing,1008699.0
52.0052170753,52,6,PLAY,StillPlaying,1008699.0
53.4844660759,53,7,PLAY,Writing,782553.0
56.0052061081,56,6,PLAY,StillPlaying,782553.0
58.2172789574,58,7,PLAY,Writing,1008699.0
60.0051531792,60,6,PLAY,StillPlaying,1008699.0
61.0511751175,61,7,PLAY,Writing,782553.0
64.0051820278,64,6,PLAY,StillPlaying,782553.0
64.206580162,64,7,PLAY,Writing,1008699.0
66.8196511269,66,8,PLAY,Writing,782553.0
68.0051720142,68,7,PLAY,StillPlaying,1008699.0
69.7573750019,69,8,PLAY,Writing,1008699.0
72.0051710606,72,7,PLAY,StillPlaying,782553.0
72.7558021545,72,8,PLAY,Writing,782553.0
76.005231142,76,7,PLAY,StillPlaying,1008699.0
76.7983441353,76,8,PLAY,Writing,1008699.0
79.7962601185,79,9,PLAY,Writing,782553.0
80.0051550865,80,8,PLAY,StillPlaying,782553.0
84.0052280426,84,7,PLAY,StillPlaying,1008699.0
84.3798980713,84,8,PLAY,Writing,1008699.0
87.8769199848,87,9,PLAY,Writing,782553.0
88.0051679611,88,8,PLAY,StillPlaying,782553.0
92.0052630901,92,7,PLAY,StillPlaying,1008699.0
92.6813659668,92,8,PLAY,Writing,1008699.0
95.8467390537,95,9,PLAY,Writing,782553.0
96.0051531792,96,8,PLAY,StillPlaying,782553.0
100.005175114,100,7,PLAY,StillPlaying,1008699.0
100.556535959,100,8,PLAY,Writing,1008699.0
104.005212069,104,7,PLAY,StillPlaying,782553.0
104.129656076,104,8,PLAY,Writing,782553.0
108.005249977,108,7,PLAY,StillPlaying,1008699.0
108.957483053,108,8,PLAY,Writing,1008699.0
112.005207062,112,7,PLAY,StillPlaying,782553.0
112.641889095,112,8,PLAY,Writing,782553.0
116.00525713,116,7,PLAY,StillPlaying,1008699.0
116.867033958,116,8,PLAY,Writing,1008699.0
120.005206108,120,7,PLAY,StillPlaying,782553.0
120.021584034,120,8,PLAY,Writing,782553.0
124.005223989,124,7,PLAY,StillPlaying,1008699.0
124.50673914,124,8,PLAY,Writing,1008699.0
127.592792988,127,9,PLAY,Writing,782553.0
128.005306959,128,8,PLAY,StillPlaying,782553.0
131.930689096,131,9,PLAY,Writing,1008699.0
132.005187988,132,8,PLAY,StillPlaying,1008699.0
135.055112123,135,9,PLAY,Writing,782553.0
136.005172968,136,8,PLAY,StillPlaying,782553.0
138.550716162,138,9,PLAY,Writing,1008699.0
140.005155087,140,8,PLAY,StillPlaying,1008699.0
141.409309149,141,9,PLAY,Writing,782553.0
144.0051651,144,8,PLAY,StillPlaying,782553.0
146.09565711,146,9,PLAY,Writing,1008699.0
148.005221128,148,8,PLAY,StillPlaying,1008699.0
149.572818041,149,9,PLAY,Writing,782553.0
152.005226135,152,8,PLAY,StillPlaying,782553.0
154.431512117,154,9,PLAY,Writing,1008699.0
156.005164146,156,8,PLAY,StillPlaying,1008699.0
157.055854082,157,9,PLAY,Writing,782553.0
160.005211115,160,8,PLAY,StillPlaying,782553.0
161.500868082,161,9,PLAY,Writing,1008699.0
164.005161047,164,8,PLAY,StillPlaying,1008699.0
164.192696095,164,9,PLAY,Writing,782553.0
168.005232096,168,8,PLAY,StillPlaying,782553.0
168.208723068,168,9,PLAY,Writing,1008699.0
171.307881117,171,10,PLAY,Writing,782553.0
172.00515914,172,9,PLAY,StillPlaying,1008699.0
176.005187988,176,8,PLAY,StillPlaying,782553.0
176.114377022,176,9,PLAY,Writing,1008699.0
179.664276123,179,10,PLAY,Writing,782553.0
180.005154133,180,9,PLAY,StillPlaying,1008699.0
184.005227089,184,8,PLAY,StillPlaying,782553.0
184.191210985,184,9,PLAY,Writing,1008699.0
186.787593126,186,10,PLAY,Writing,782553.0
188.005154133,188,9,PLAY,StillPlaying,1008699.0
190.378704071,190,10,PLAY,Writing,1008699.0
192.005220175,192,9,PLAY,StillPlaying,782553.0
193.434193134,193,10,PLAY,Writing,782553.0
196.00517416,196,9,PLAY,StillPlaying,1008699.0
197.274371147,197,10,PLAY,Writing,1008699.0
200.005191088,200,9,PLAY,StillPlaying,782553.0
200.725044012,200,10,PLAY,Writing,782553.0
204.005218983,204,9,PLAY,StillPlaying,1008699.0
204.989077091,204,10,PLAY,Writing,1008699.0
208.005234003,208,9,PLAY,StillPlaying,782553.0
208.413442135,208,10,PLAY,Writing,782553.0
212.005244017,212,9,PLAY,StillPlaying,1008699.0
212.791594028,212,10,PLAY,Writing,1008699.0
216.005202055,216,9,PLAY,StillPlaying,782553.0
216.190047979,216,10,PLAY,Writing,782553.0
220.005228996,220,9,PLAY,StillPlaying,1008699.0
220.080554008,220,10,PLAY,Writing,1008699.0
223.04570508,223,11,PLAY,Writing,782553.0
224.010405064,224,10,PLAY,StillPlaying,782553.0
228.005198956,228,9,PLAY,StillPlaying,1008699.0
231.258074045,231,10,PLAY,Writing,1008699.0
232.005218029,232,9,PLAY,StillPlaying,782553.0
234.871381044,234,10,PLAY,Writing,782553.0
236.005217075,236,9,PLAY,StillPlaying,1008699.0
239.616255999,239,10,PLAY,Writing,1008699.0
240.005153179,240,9,PLAY,StillPlaying,782553.0
243.033339977,243,10,PLAY,Writing,782553.0
244.005155087,244,9,PLAY,StillPlaying,1008699.0
247.586434126,247,10,PLAY,Writing,1008699.0
248.0051651,248,9,PLAY,StillPlaying,782553.0
