EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000327110290527,0,1,INITIAL_BUFFERING,Writing,45226
0.00368309020996,0,1,PLAY,InitialBuffering-Play,0
0.00445294380188,0,0,PLAY,StillPlaying,45226
0.358206987381,0,1,PLAY,Writing,88783.0
0.927884101868,0,2,PLAY,Writing,128503.0
1.77645301819,1,3,PLAY,Writing,177437.0
2.76778197289,2,4,PLAY,Writing,217761.0
3.70370197296,3,5,PLAY,Writing,255865.0
4.00531411171,4,4,PLAY,StillPlaying,88783.0
4.58737802505,4,5,PLAY,Writing,323047.0
6.62424898148,6,6,PLAY,Writing,378355.0
8.00524401665,8,5,PLAY,StillPlaying,128503.0
9.02739095688,9,6,PLAY,Writing,509091.0
11.6525840759,11,7,PLAY,Writing,577751.0
12.0052371025,12,6,PLAY,StillPlaying,177437.0
15.1942090988,15,7,PLAY,Writing,782553.0
16.0052468777,16,6,PLAY,StillPlaying,217761.0
20.0053219795,20,5,PLAY,StillPlaying,255865.0
20.0744440556,20,6,PLAY,Writing,1008699.0
23.7832150459,23,7,PLAY,Writing,782553.0
24.0052719116,24,6,PLAY,StillPlaying,323047.0
28.0053110123,28,5,PLAY,StillPlaying,378355.0
28.6074860096,28,6,PLAY,Writing,1008699.0
32.0053610802,32,5,PLAY,StillPlaying,509091.0
32.2456469536,32,6,PLAY,Writing,782553.0
34.8682870865,34,7,PLAY,Writing,1008699.0
36.0052790642,36,6,PLAY,StillPlaying,577751.0
37.800121069,37,7,PLAY,Writing,782553.0
40.005302906,40,6,PLAY,StillPlaying,782553.0
42.4104430676,42,7,PLAY,Writing,1008699.0
44.0052978992,44,6,PLAY,StillPlaying,1008699.0
45.5547840595,45,7,PLAY,Writing,782553.0
48.0052790642,48,6,PLAY,StillPlaying,782553.0
49.6004760265,49,7,PLAY,Writing,1008699.0
52.0053200722,52,6,PLAY,StillPlaying,1008699.0
53.484525919,53,7,PLAY,Writing,782553.0
56.0052978992,56,6,PLAY,StillPlaying,782553.0
58.1989560127,58,7,PLAY,Writing,1008699.0
60.0052919388,60,6,PLAY,StillPlaying,1008699.0
61.0391039848,61,7,PLAY,Writing,782553.0
64.0053451061,64,6,PLAY,StillPlaying,782553.0
64.2064518929,64,7,PLAY,Writing,1008699.0
66.8196320534,66,8,PLAY,Writing,782553.0
68.0052709579,68,7,PLAY,StillPlaying,1008699.0
69.745153904,69,8,PLAY,Writing,1008699.0
72.0052709579,72,7,PLAY,StillPlaying,782553.0
72.7679550648,72,8,PLAY,Writing,782553.0
76.0053579807,76,7,PLAY,StillPlaying,1008699.0
76.7982718945,76,8,PLAY,Writing,1008699.0
79.7960519791,79,9,PLAY,Writing,782553.0
80.0052731037,80,8,PLAY,StillPlaying,782553.0
84.0053930283,84,7,PLAY,StillPlaying,1008699.0
84.3796830177,84,8,PLAY,Writing,1008699.0
87.8765630722,87,9,PLAY,Writing,782553.0
88.0052518845,88,8,PLAY,StillPlaying,782553.0
92.0053570271,92,7,PLAY,StillPlaying,1008699.0
92.6808900833,92,8,PLAY,Writing,1008699.0
95.8460600376,95,9,PLAY,Writing,782553.0
96.0052769184,96,8,PLAY,StillPlaying,782553.0
100.005310059,100,7,PLAY,StillPlaying,1008699.0
100.555600882,100,8,PLAY,Writing,1008699.0
104.005316973,104,7,PLAY,StillPlaying,782553.0
104.128930092,104,8,PLAY,Writing,782553.0
108.005285025,108,7,PLAY,StillPlaying,1008699.0
108.956834078,108,8,PLAY,Writing,1008699.0
112.005271912,112,7,PLAY,StillPlaying,782553.0
112.640966892,112,8,PLAY,Writing,782553.0
116.00551796,116,7,PLAY,StillPlaying,1008699.0
116.86608696,116,8,PLAY,Writing,1008699.0
120.005306959,120,7,PLAY,StillPlaying,782553.0
120.020410061,120,8,PLAY,Writing,782553.0
124.005362988,124,7,PLAY,StillPlaying,1008699.0
124.505448103,124,8,PLAY,Writing,1008699.0
127.591413021,127,9,PLAY,Writing,782553.0
128.005244017,128,8,PLAY,StillPlaying,782553.0
131.929044962,131,9,PLAY,Writing,1008699.0
132.005253077,132,8,PLAY,StillPlaying,1008699.0
135.041590929,135,9,PLAY,Writing,782553.0
136.005266905,136,8,PLAY,StillPlaying,782553.0
138.536941051,138,9,PLAY,Writing,1008699.0
140.005285978,140,8,PLAY,StillPlaying,1008699.0
141.419744015,141,9,PLAY,Writing,782553.0
144.005287886,144,8,PLAY,StillPlaying,782553.0
146.093672037,146,9,PLAY,Writing,1008699.0
148.005276918,148,8,PLAY,StillPlaying,1008699.0
149.571080923,149,9,PLAY,Writing,782553.0
152.005295992,152,8,PLAY,StillPlaying,782553.0
154.429735899,154,9,PLAY,Writing,1008699.0
156.005325079,156,8,PLAY,StillPlaying,1008699.0
157.053915977,157,9,PLAY,Writing,782553.0
160.00532198,160,8,PLAY,StillPlaying,782553.0
161.498547077,161,9,PLAY,Writing,1008699.0
164.005269051,164,8,PLAY,StillPlaying,1008699.0
164.190708876,164,9,PLAY,Writing,782553.0
168.00532794,168,8,PLAY,StillPlaying,782553.0
168.206506014,168,9,PLAY,Writing,1008699.0
171.305793047,171,10,PLAY,Writing,782553.0
172.005462885,172,9,PLAY,StillPlaying,1008699.0
176.00532794,176,8,PLAY,StillPlaying,782553.0
176.112245083,176,9,PLAY,Writing,1008699.0
179.662100077,179,10,PLAY,Writing,782553.0
180.00524807,180,9,PLAY,StillPlaying,1008699.0
184.00531888,184,8,PLAY,StillPlaying,782553.0
184.188827038,184,9,PLAY,Writing,1008699.0
186.784949064,186,10,PLAY,Writing,782553.0
188.005249977,188,9,PLAY,StillPlaying,1008699.0
190.376566887,190,10,PLAY,Writing,1008699.0
192.005253077,192,9,PLAY,StillPlaying,782553.0
193.443387985,193,10,PLAY,Writing,782553.0
196.005316973,196,9,PLAY,StillPlaying,1008699.0
197.283556938,197,10,PLAY,Writing,1008699.0
200.00532794,200,9,PLAY,StillPlaying,782553.0
200.722270012,200,10,PLAY,Writing,782553.0
204.005300045,204,9,PLAY,StillPlaying,1008699.0
204.986037016,204,10,PLAY,Writing,1008699.0
